developer,genre,release_date,review_critic,review_grade,seperate_reviews,title,user_score
MixedBag Srl,Action,"Feb 23, 2017",We Got This Covered,80,78,Forma.8,5.3
MixedBag Srl,Action,"Feb 23, 2017",PlayStation Country,80,78,Forma.8,5.3
MixedBag Srl,Action,"Feb 23, 2017",TheSixthAxis,80,78,Forma.8,5.3
MixedBag Srl,Action,"Feb 23, 2017",GameSpew,80,78,Forma.8,5.3
MixedBag Srl,Action,"Feb 23, 2017",God is a Geek,80,78,Forma.8,5.3
MixedBag Srl,Action,"Feb 23, 2017",Eurogamer Italy,80,78,Forma.8,5.3
"RocketPunch Games, China Hero Project",Action,"Jan 14, 2020",IGN Japan,88,78,Hardcore Mecha,4.3
"RocketPunch Games, China Hero Project",Action,"Jan 14, 2020",Vandal,85,78,Hardcore Mecha,4.3
"RocketPunch Games, China Hero Project",Action,"Jan 14, 2020",Video Chums,80,78,Hardcore Mecha,4.3
Firesprite,Adventure,"Jul 24, 2018",PSX-Sense.nl,90,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",PlayStation Universe,90,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",XGN,90,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",SpazioGames,85,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",The Games Machine,85,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",IGN Italia,85,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",God is a Geek,84,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",GamePro Germany,80,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",3DJuegos,80,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",Hobby Consolas,80,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",Trusted Reviews,80,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",VRFocus,80,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",Metro GameCentral,80,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",UploadVR,80,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",Eurogamer Italy,80,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",Vandal,80,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",TheSixthAxis,80,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",Jeuxvideo.com,80,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",Everyeye.it,80,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",IGN Spain,80,78,The Persistence,8.0
Firesprite,Adventure,"Jul 24, 2018",Gameblog.fr,75,78,The Persistence,8.0
ClockStone Software,Simulation,"Mar  1, 2018",PSX-Sense.nl,85,78,Bridge Constructor Portal,3.4
ClockStone Software,Simulation,"Mar  1, 2018",DualShockers,85,78,Bridge Constructor Portal,3.4
ClockStone Software,Simulation,"Mar  1, 2018",TheSixthAxis,80,78,Bridge Constructor Portal,3.4
ClockStone Software,Simulation,"Mar  1, 2018",Video Chums,78,78,Bridge Constructor Portal,3.4
Coldwood Interactive,Action,"Feb  9, 2016",GameSpew,100,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Digitally Downloaded,100,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",DarkStation,100,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Destructoid,100,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",NZGamer,95,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",3DJuegos,90,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Atomix,90,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",GamingTrend,90,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Game Rant,90,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Post Arcade (National Post),90,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Twinfinite,90,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",PlayStation Universe,90,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Attack of the Fanboy,90,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Hardcore Gamer,90,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",GamesRadar+,90,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",IGN Denmark,89,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",COGconnected,88,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Hobby Consolas,87,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Digital Chumps,86,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",InsideGamer.nl,85,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Vandal,85,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Gameplanet,85,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",EGM,85,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",GamePro Germany,83,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",IGN,83,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Power Unlimited,82,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",LaPS4,82,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",PLAY! Zine,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",M3,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",GameOver.gr,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",PSX-Sense.nl,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",GameCritics,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Slant Magazine,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",The Games Machine,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Eurogamer Poland,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Guardian,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Worth Playing,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",The Daily Dot,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Gameblog.fr,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",USgamer,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",SpazioGames,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Multiplayer.it,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Everyeye.it,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Telegraph,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",TheSixthAxis,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Eurogamer Italy,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Impulsegamer,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Game Informer,80,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",GameGrin,78,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",JeuxActu,78,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",PlayStation LifeStyle,78,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",games(TM),75,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",The Digital Fix,75,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Gamer.no,75,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Push Square,75,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Yahoo!,70,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Metro GameCentral,70,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Shacknews,70,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",GameSpot,70,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Gamer.nl,70,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",CGMagazine,70,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Examiner,70,78,Unravel,8.2
Coldwood Interactive,Action,"Feb  9, 2016",Kill Screen,70,78,Unravel,8.2
The Odd Gentlemen,Adventure,"Oct 25, 2016",COGconnected,85,78,King's Quest Chapter 5: The Good Knight,5.1
The Odd Gentlemen,Adventure,"Oct 25, 2016",Game Informer,80,78,King's Quest Chapter 5: The Good Knight,5.1
Coldwood Interactive,Action,"Feb  9, 2016",God is a Geek,70,78,Unravel,8.2
The Odd Gentlemen,Adventure,"Oct 25, 2016",PlayStation LifeStyle,80,78,King's Quest Chapter 5: The Good Knight,5.1
The Odd Gentlemen,Adventure,"Oct 25, 2016",Hardcore Gamer,80,78,King's Quest Chapter 5: The Good Knight,5.1
The Odd Gentlemen,Adventure,"Oct 25, 2016",Vandal,80,78,King's Quest Chapter 5: The Good Knight,5.1
The Game Kitchen,Action Adventure,"Sep 10, 2019",Push Square,90,78,Blasphemous,7.7
The Game Kitchen,Action Adventure,"Sep 10, 2019",LaPS4,87,78,Blasphemous,7.7
The Game Kitchen,Action Adventure,"Sep 10, 2019",PlayStation Universe,85,78,Blasphemous,7.7
The Game Kitchen,Action Adventure,"Sep 10, 2019",DarkStation,85,78,Blasphemous,7.7
The Game Kitchen,Action Adventure,"Sep 10, 2019",BaziCenter,80,78,Blasphemous,7.7
The Game Kitchen,Action Adventure,"Sep 10, 2019",Jeuxvideo.com,80,78,Blasphemous,7.7
The Game Kitchen,Action Adventure,"Sep 10, 2019",Video Chums,80,78,Blasphemous,7.7
The Game Kitchen,Action Adventure,"Sep 10, 2019",Areajugones,80,78,Blasphemous,7.7
The Game Kitchen,Action Adventure,"Sep 10, 2019",IGN Italia,80,78,Blasphemous,7.7
The Game Kitchen,Action Adventure,"Sep 10, 2019",Worth Playing,80,78,Blasphemous,7.7
The Game Kitchen,Action Adventure,"Sep 10, 2019",VideoGamer,80,78,Blasphemous,7.7
The Game Kitchen,Action Adventure,"Sep 10, 2019",TheSixthAxis,73,78,Blasphemous,7.7
TT Games,Action Adventure,"Jun 28, 2016",GameGrin,95,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",COGconnected,94,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Gaming Age,91,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",PSNStores,91,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Digital Chumps,90,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Twinfinite,90,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",XGN,90,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",IGN,90,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Cheat Code Central,90,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",PSX-Sense.nl,88,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Multiplayer.it,85,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",InsideGamer.nl,85,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Game Informer,85,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Hobby Consolas,85,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",4Players.de,84,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",The Games Machine,83,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Impulsegamer,82,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",GamingTrend,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Gameplanet,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",SpazioGames,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Eurogamer Poland,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Atomix,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",IGN Denmark,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Game Revolution,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",TheSixthAxis,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",LevelUp,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Attack of the Fanboy,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Vandal,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",3DJuegos,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Washington Post,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Gameblog.fr,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Digital Spy,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Areajugones,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",IGN Spain,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",NZGamer,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",GameCrate,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",IGN Italia,80,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",LaPS4,79,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",PlayStation LifeStyle,78,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",God is a Geek,78,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Gaming Nexus,78,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",PLAY! Zine,75,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Critical Hit,75,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",GameSpew,75,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Gamer.nl,74,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Push Square,70,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",CGMagazine,70,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Slant Magazine,70,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Hardcore Gamer,70,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Metro GameCentral,70,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",Destructoid,70,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",VideoGamer,70,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",GameSpot,70,78,LEGO Star Wars: The Force Awakens,7.5
TT Games,Action Adventure,"Jun 28, 2016",IGN Sweden,70,78,LEGO Star Wars: The Force Awakens,7.5
Nicalis,Action,"Jun  3, 2014",Gaming Nexus,80,78,1001 Spikes,6.6
Nicalis,Action,"Jun  3, 2014",GamesRadar+,80,78,1001 Spikes,6.6
Nicalis,Action,"Jun  3, 2014",GameSpot,80,78,1001 Spikes,6.6
Nicalis,Action,"Jun  3, 2014",Push Square,80,78,1001 Spikes,6.6
Throughline Games,Adventure,"May 15, 2018",PSX-Sense.nl,90,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",Push Square,90,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",Everyeye.it,85,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",PlayStation Universe,85,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",IGN Japan,80,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",Jeuxvideo.com,80,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",SpazioGames,80,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",Meristation,80,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",Metro GameCentral,80,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",Hardcore Gamer,80,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",PlayStation Country,80,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",Twinfinite,80,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",PlayStation LifeStyle,80,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",Worth Playing,80,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",PSX Extreme,75,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",Vandal,75,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",God is a Geek,75,78,Forgotton Anne,6.7
Throughline Games,Adventure,"May 15, 2018",Cubed3,75,78,Forgotton Anne,6.7
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Areajugones,100,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Post Arcade (National Post),90,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Arcade Sushi,85,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",PlayStation Universe,85,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",COGconnected,85,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",CGMagazine,85,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Impulsegamer,85,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",IGN Italia,84,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Hobby Consolas,84,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Game Informer,84,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Multiplayer.it,83,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Atomix,83,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",4Players.de,82,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Wccftech,81,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",PLAY! Zine,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",DarkStation,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Gaming Nexus,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",GamesRadar+,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Easy Allies,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Telegraph,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Polygon,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Guardian,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",M3,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Metro GameCentral,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",XGN,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Digital Chumps,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",SpazioGames,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Push Square,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Gamer.no,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",JeuxActu,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Hardcore Gamer,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",IGN,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",InsideGamer.nl,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Twinfinite,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",TheSixthAxis,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",LaPS4,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Eurogamer Italy,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",NZGamer,80,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Vandal,79,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Everyeye.it,78,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",PSX-Sense.nl,78,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Gaming Age,77,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",God is a Geek,75,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",TrueGaming,75,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Worth Playing,75,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",GameOver.gr,75,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",GRYOnline.pl,75,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",VideoGamer,75,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Gameplanet,70,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",PlayStation LifeStyle,70,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Critical Hit,70,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",Digitally Downloaded,70,78,For Honor,tbd
Ubisoft Montreal,Action Adventure,"Feb 14, 2017",IBTimes UK,70,78,For Honor,tbd
Spike Chunsoft,Strategy,"Jun 21, 2016",GamingTrend,90,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",4Players.de,86,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",Multiplayer.it,86,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",PlayStation LifeStyle,85,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",The Games Machine,85,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",Areajugones,83,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",Vandal,82,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",RPG Fan,81,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",IGN Italia,81,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",Push Square,80,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",LaPS4,80,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",Meristation,80,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",Game Informer,80,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",DarkZero,80,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",Eurogamer Italy,80,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",3DJuegos,80,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",GameSpew,80,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",SpazioGames,80,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",Hardcore Gamer,80,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",Brash Games,80,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",Digitally Downloaded,80,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",IGN Spain,80,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",Hobby Consolas,78,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",Impulsegamer,77,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",NZGamer,76,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",XGN,75,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",Everyeye.it,75,78,Grand Kingdom,7.3
Spike Chunsoft,Strategy,"Jun 21, 2016",GameCritics,74,78,Grand Kingdom,7.3
Ghost Town Games Ltd.,Action,"Aug  2, 2016",PSNStores,100,78,Overcooked!,7.9
Ghost Town Games Ltd.,Action,"Aug  2, 2016",games(TM),90,78,Overcooked!,7.9
Ghost Town Games Ltd.,Action,"Aug  2, 2016",Destructoid,86,78,Overcooked!,7.9
Ghost Town Games Ltd.,Action,"Aug  2, 2016",PlayStation Universe,85,78,Overcooked!,7.9
Ghost Town Games Ltd.,Action,"Aug  2, 2016",GameSpot,85,78,Overcooked!,7.9
Ghost Town Games Ltd.,Action,"Aug  2, 2016",PlayStation Country,82,78,Overcooked!,7.9
Ghost Town Games Ltd.,Action,"Aug  2, 2016",Metro GameCentral,80,78,Overcooked!,7.9
Ghost Town Games Ltd.,Action,"Aug  2, 2016",Telegraph,80,78,Overcooked!,7.9
Ghost Town Games Ltd.,Action,"Aug  2, 2016",Slant Magazine,80,78,Overcooked!,7.9
Ghost Town Games Ltd.,Action,"Aug  2, 2016",USgamer,80,78,Overcooked!,7.9
Ghost Town Games Ltd.,Action,"Aug  2, 2016",God is a Geek,80,78,Overcooked!,7.9
Ghost Town Games Ltd.,Action,"Aug  2, 2016",TheSixthAxis,80,78,Overcooked!,7.9
