developer,genre,release_date,review_critic,review_grade,seperate_reviews,title,user_score
Kojima Productions,Action,8-Nov-19,Vgames,75,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,Digital Trends,72,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,Game Informer,70,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,USgamer,70,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,TrueGaming,70,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,Metro GameCentral,70,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,Hardcore Gamer,70,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,GamesRadar+,70,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,IGN,70,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,New Game Network,70,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,GameCritics,70,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,TheGamer,68,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,GAMINGbible,65,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,GameSpew,65,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,Digital Spy,60,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,VG247,60,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,AusGamers,60,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,VGC,60,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,Cultured Vultures,60,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,Game Rant,60,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,Giant Bomb,60,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,Stevivor,60,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,Ars Technica,50,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,British GQ,40,82,Death Stranding,6.7
Kojima Productions,Action,8-Nov-19,Eurogamer,40,82,Death Stranding,6.7
Image & Form,Action,18-Mar-14,Gaming Age,100,82,SteamWorld Dig,7.3
Image & Form,Action,18-Mar-14,ZTGD,90,82,SteamWorld Dig,7.3
Image & Form,Action,18-Mar-14,Hardcore Gamer,90,82,SteamWorld Dig,7.3
Image & Form,Action,18-Mar-14,TheSixthAxis,90,82,SteamWorld Dig,7.3
Image & Form,Action,18-Mar-14,Worth Playing,85,82,SteamWorld Dig,7.3
Image & Form,Action,18-Mar-14,PlayStation Universe,85,82,SteamWorld Dig,7.3
Image & Form,Action,18-Mar-14,Everyeye.it,85,82,SteamWorld Dig,7.3
Image & Form,Action,18-Mar-14,Playstation Official Magazine UK,80,82,SteamWorld Dig,7.3
Image & Form,Action,18-Mar-14,3DJuegos,80,82,SteamWorld Dig,7.3
Image & Form,Action,18-Mar-14,Metro GameCentral,80,82,SteamWorld Dig,7.3
Image & Form,Action,18-Mar-14,Impulsegamer,80,82,SteamWorld Dig,7.3
Image & Form,Action,18-Mar-14,Level7.nu,80,82,SteamWorld Dig,7.3
Image & Form,Action,18-Mar-14,Gamestyle,80,82,SteamWorld Dig,7.3
Bandai Namco Games,Action,2-Jun-17,Gaming Age,100,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,PLAY! Zine,95,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Softpedia,95,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,IGN,95,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Wired UK,90,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,NZGamer,90,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,BaziCenter,90,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,The Escapist,90,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,M3,90,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Cheat Code Central,90,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,TheSixthAxis,90,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Wccftech,90,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,3DJuegos,90,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Areajugones,90,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Vandal,90,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,XGN,90,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,The Games Machine,90,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Impulsegamer,90,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,COGconnected,90,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Multiplayer.it,88,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Everyeye.it,88,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,IGN Italia,88,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Hobby Consolas,87,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,GameOver.gr,86,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Gamers' Temple,86,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,God is a Geek,86,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,PSX-Sense.nl,85,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,GamingTrend,85,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,IGN Spain,85,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,4Players.de,85,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,PlayStation Universe,85,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,JeuxActu,85,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,PlayStation LifeStyle,85,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,SpazioGames,85,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Power Unlimited,85,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,GamePro Germany,85,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Meristation,85,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Atomix,84,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,New Game Network,84,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,New York Daily News,83,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Gamer.no,82,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Shacknews,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Critical Hit,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,We Got This Covered,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,GameSpot,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Gamer.nl,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Gameblog.fr,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,USgamer,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Attack of the Fanboy,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,DualShockers,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Metro GameCentral,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Stevivor,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,LaPS4,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Trusted Reviews,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,GamesRadar+,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Push Square,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Twinfinite,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Destructoid,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Game Informer,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Digitally Downloaded,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Eurogamer Italy,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,LevelUp,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,EGM,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,InsideGamer.nl,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Gameplanet,80,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,VideoGamer,75,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,GRYOnline.pl,75,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,App Trigger,73,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,The Jimquisition,70,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Digital Chumps,70,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Slant Magazine,70,82,Tekken 7,6.8
Bandai Namco Games,Action,2-Jun-17,Telegraph,70,82,Tekken 7,6.8
Sabotage Studio,Action,19-Mar-19,TheSixthAxis,90,82,The Messenger,7.6
Sabotage Studio,Action,19-Mar-19,PlayStation Universe,90,82,The Messenger,7.6
Sabotage Studio,Action,19-Mar-19,Cultured Vultures,85,82,The Messenger,7.6
Sabotage Studio,Action,19-Mar-19,3DJuegos,85,82,The Messenger,7.6
Sabotage Studio,Action,19-Mar-19,The Games Machine,80,82,The Messenger,7.6
Visual Concepts,Sports,7-Sep-18,Meristation,95,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,3DJuegos,95,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Forbes,95,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,LaPS4,92,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,IGN Italia,92,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Vandal,92,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,XGN,90,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Game Rant,90,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,DarkStation,90,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Impulsegamer,90,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Hobby Consolas,90,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Hardcore Gamer,90,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Critical Hit,90,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,GameOver.gr,90,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Everyeye.it,90,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,JeuxActu,90,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,SpazioGames,90,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Game Informer,90,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Multiplayer.it,90,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Digital Trends,90,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Worth Playing,85,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Jeuxvideo.com,85,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Merlin'in Kazanı (Turkey),84,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,The Games Machine,83,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Areajugones,82,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,New York Daily News,80,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Push Square,80,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,God is a Geek,80,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Digitally Downloaded,80,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Gameblog.fr,80,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,USgamer,80,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Metro GameCentral,80,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,PlayStation LifeStyle,80,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,New Game Network,80,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,PSX-Sense.nl,80,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Wccftech,79,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Trusted Reviews,75,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,InsideGamer.nl,75,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Stevivor,75,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,DualShockers,70,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,PlayGround.ru,70,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Twinfinite,70,82,NBA 2K19,2.6
Visual Concepts,Sports,7-Sep-18,Gamers Heroes,70,82,NBA 2K19,2.6
Sony Interactive Entertainment,Sports,27-Mar-18,Cheat Code Central,100,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,Digital Chumps,95,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,SpazioGames,90,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,Push Square,90,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,GameSpot,90,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,We Got This Covered,90,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,Vandal,88,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,Multiplayer.it,88,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,Meristation,87,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,COGconnected,86,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,GamingTrend,85,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,The Games Machine,85,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,4Players.de,85,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,EGM,85,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,IGN,85,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,PlayStation Universe,85,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,Critical Hit,80,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,New York Daily News,80,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,Everyeye.it,80,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,USgamer,80,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,Hardcore Gamer,80,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,PlayStation LifeStyle,80,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,DarkStation,80,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,Gameblog.fr,80,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,Trusted Reviews,80,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,Twinfinite,80,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,Worth Playing,80,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,Gaming Age,77,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,New Game Network,75,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,GameCritics,74,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,Sporting News,70,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,Digital Trends,70,82,MLB The Show 18,6.4
Sony Interactive Entertainment,Sports,27-Mar-18,CGMagazine,70,82,MLB The Show 18,6.4
Nomada Studio,Action,26-Nov-19,The Digital Fix,100,82,GRIS,7.4
Nomada Studio,Action,26-Nov-19,4Players.de,90,82,GRIS,7.4
Nomada Studio,Action,26-Nov-19,PlayStation Universe,85,82,GRIS,7.4
Nomada Studio,Action,26-Nov-19,PlayStation LifeStyle,85,82,GRIS,7.4
Nomada Studio,Action,26-Nov-19,Push Square,80,82,GRIS,7.4
Nomada Studio,Action,26-Nov-19,Metro GameCentral,80,82,GRIS,7.4
"Telltale Games, Skybound Games",Miscellaneous,10-Sep-19,Daily Star,100,82,The Walking Dead: The Telltale Definitive Series,6.4
"Telltale Games, Skybound Games",Miscellaneous,10-Sep-19,PlayStation Universe,90,82,The Walking Dead: The Telltale Definitive Series,6.4
"Telltale Games, Skybound Games",Miscellaneous,10-Sep-19,COGconnected,90,82,The Walking Dead: The Telltale Definitive Series,6.4
"Telltale Games, Skybound Games",Miscellaneous,10-Sep-19,GameCritics,80,82,The Walking Dead: The Telltale Definitive Series,6.4
"Telltale Games, Skybound Games",Miscellaneous,10-Sep-19,Vandal,80,82,The Walking Dead: The Telltale Definitive Series,6.4
"Telltale Games, Skybound Games",Miscellaneous,10-Sep-19,Areajugones,80,82,The Walking Dead: The Telltale Definitive Series,6.4
Survios,Racing,13-Feb-18,Push Square,90,82,Sprint Vector,7.5
Survios,Racing,13-Feb-18,Vandal,90,82,Sprint Vector,7.5
Survios,Racing,13-Feb-18,Impulsegamer,83,82,Sprint Vector,7.5
Survios,Racing,13-Feb-18,Everyeye.it,82,82,Sprint Vector,7.5
Survios,Racing,13-Feb-18,Metro GameCentral,80,82,Sprint Vector,7.5
SCE Japan Studio,Fantasy,6-Dec-16,BaziCenter,100,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,New York Daily News,100,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Washington Post,100,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Telegraph,100,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Easy Allies,100,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,PlayStation LifeStyle,100,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Guardian,100,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,The Daily Dot,100,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Time,100,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Hardcore Gamer,100,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Digitally Downloaded,100,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Gameblog.fr,100,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Areajugones,100,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,4Players.de,93,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Gaming Age,91,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,DualShockers,91,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Adventure Gamers,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,DarkStation,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Twinfinite,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Gameplanet,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,GameOver.gr,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Push Square,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Digital Chumps,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Eurogamer Poland,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,ZTGD,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,NZGamer,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,LaPS4,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,LevelUp,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,3DJuegos,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,PlayStation Universe,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,VideoGamer,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Attack of the Fanboy,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,GamesRadar+,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Meristation,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,GameSpot,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,IGN Italia,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Wccftech,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Merlin'in Kazanı (Turkey),90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Atomix,90,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Everyeye.it,89,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Hobby Consolas,88,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Multiplayer.it,88,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,TrueGaming,88,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,GRYOnline.pl,88,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Post Arcade (National Post),86,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,IGN Spain,86,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,GamesBeat,85,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Destructoid,85,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Vgames,85,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Vandal,85,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,The Sydney Morning Herald,85,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,DarkZero,85,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,GamePro Germany,84,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,IGN Sweden,84,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,High-Def Digest,82,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Worth Playing,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,COGconnected,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,We Got This Covered,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,GameSpew,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Toronto Sun,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,GameCritics,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,PSX-Sense.nl,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Digital Spy,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,JeuxActu,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Eurogamer Italy,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,SpazioGames,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Critical Hit,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,USgamer,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Metro GameCentral,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,TheSixthAxis,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Game Informer,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Gamer.no,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,M3,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,GameCrate,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Forbes,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Polygon,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,EGM,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Riot Pixels,80,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Impulsegamer,78,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,InsideGamer.nl,75,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Gamer.nl,75,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Yahoo!,75,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Game Revolution,74,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Trusted Reviews,74,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,IBTimes UK,73,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,The Games Machine,70,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Game Rant,70,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,IGN,70,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,XGN,70,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Arcade Sushi,70,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,IGN Denmark,70,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,The Jimquisition,70,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,God is a Geek,70,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,CGMagazine,70,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,New Game Network,65,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,games(TM),65,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Cheat Code Central,65,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Stevivor,65,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Slant Magazine,65,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,GamingTrend,65,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Let's Play Video Games,63,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,The Digital Fix,60,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Games.cz,60,82,The Last Guardian,8
SCE Japan Studio,Fantasy,6-Dec-16,Ars Technica,60,82,The Last Guardian,8
